case_id,map_size,structure_type,seed,obstacle_rate,grid_sha256,start,goal,optimal_cost,target_cases_per_structure
size1000_narrow_corridor_seed1020680828,1000,narrow_corridor,1020680828,0.4,cda4912830f32a771f0f780ee1dbe1c683daa27c8d0fd59165d64145253d1e43,"32,706","47,48",1157,50
size1000_narrow_corridor_seed1020680829,1000,narrow_corridor,1020680829,0.1,98b562fc0bbf8e9a6077a20ce25ddbde7a8ee33da650ba85fbcedfbea922857f,"132,819","689,852",590,50
size1000_narrow_corridor_seed1020680830,1000,narrow_corridor,1020680830,0.2,78b60b1eb5549adb8bffc43d9df2cbb461143bb07bfba942d2ddc6ef3c210cfa,"311,136","546,820",919,50
size1000_narrow_corridor_seed1020680831,1000,narrow_corridor,1020680831,0.3,ed38b45d98f5a2c8ff8cd1ca8f7f2ac81bd50d1ae34df3e1c9bca01c0be75e67,"206,882","796,873",601,50
size1000_narrow_corridor_seed1020680832,1000,narrow_corridor,1020680832,0.4,ac7d83102f0ae077b9bd8fe8d66caf060002ae044f5274888cfef88d45c5388b,"431,144","882,125",470,50
size1000_narrow_corridor_seed1020680833,1000,narrow_corridor,1020680833,0.1,6ca282f8689b2c4abae56da134d5e76e4a3049e2dc903316336f8393020290a1,"322,984","831,986",513,50
size1000_narrow_corridor_seed1020680834,1000,narrow_corridor,1020680834,0.2,c1a2395cfa4c99cc026b4d945d1ad171a4d02f7e193f5cf577ef014a8b2efe18,"429,733","275,267",1170,50
size1000_narrow_corridor_seed1020680835,1000,narrow_corridor,1020680835,0.3,69b8099c9551783fb3a841d0daa895795fc6fbbc5770beb341dbc2eb5356f8c7,"68,23","976,279",1164,50
size1000_narrow_corridor_seed1020680836,1000,narrow_corridor,1020680836,0.4,df003dcc2cdfe0f3739d04420c6b4e3b589b6bb7a72631bfd43aa7e504416d60,"179,37","967,189",940,50
size1000_narrow_corridor_seed1020680837,1000,narrow_corridor,1020680837,0.1,dd6b341986ecf9c0c7244fee5c54acc1edfef5425da25f7343d4e4848339707c,"629,935","672,314",756,50
size1000_narrow_corridor_seed1020680838,1000,narrow_corridor,1020680838,0.2,984acff2341291e9b5d59228a6c71516fcdf1b666f3048ce8c8f467480c11b6d,"790,993","639,937",207,50
size1000_narrow_corridor_seed1020680839,1000,narrow_corridor,1020680839,0.3,e6a554ac5921f2481b1d02ffe473e5e8e5ecd4c3c331f58beb682162b2efca1e,"286,123","743,59",521,50
size1000_narrow_corridor_seed1020680840,1000,narrow_corridor,1020680840,0.4,4ee1026991ee668b51bb9505d6a4227e422a001f2d06b7814316c78bda1bb6c7,"612,833","533,306",606,50
size1000_narrow_corridor_seed1020680841,1000,narrow_corridor,1020680841,0.1,b1c4ddb6ab1be35e9ebb00df8c9812c88145fd77ae244bda0d37c8ca39f88399,"966,821","273,948",820,50
size1000_narrow_corridor_seed1020680842,1000,narrow_corridor,1020680842,0.2,087fc060e57bc061141d118356ed2ba11fe36b9b7d3cba113fe058b0fcccb286,"950,690","826,266",800,50
size1000_narrow_corridor_seed1020680843,1000,narrow_corridor,1020680843,0.3,037757fdff0bbd652b6620737bc1b6041a69cc9b2ea83285db61a184f6ef1a9a,"738,57","282,933",1332,50
size1000_narrow_corridor_seed1020680844,1000,narrow_corridor,1020680844,0.4,6c9acf2b4f2959cfbed5cdf8b69ff25e3c7a085fffc667a98d8d829802c4124c,"152,680","497,912",577,50
size1000_narrow_corridor_seed1020680845,1000,narrow_corridor,1020680845,0.1,8452eec6b9631de7cf40c31efb3e48c703c9c0afd7ccc2c57f2e8c2a9cf0a58f,"399,825","853,857",486,50
size1000_narrow_corridor_seed1020680846,1000,narrow_corridor,1020680846,0.2,a718c4ef8dc5fadc3484a33de45d7cf90fd9b8d1a29dcb106bf62f3dda814cd0,"129,756","981,323",1287,50
size1000_narrow_corridor_seed1020680847,1000,narrow_corridor,1020680847,0.3,9884b90d0d7ccb69d54b7a8ffb103ac4566309e19534f5ad1cbef479a78170b1,"73,275","734,328",714,50
size1000_narrow_corridor_seed1020680848,1000,narrow_corridor,1020680848,0.4,deb8762d1edb72370b767b3f5bc76716c9b7d250393a92efab69db735852cdd7,"870,946","101,684",1031,50
size1000_narrow_corridor_seed1020680849,1000,narrow_corridor,1020680849,0.1,409eff2803a76bf19e30b741b7162cfcf678048c14409cc1f462315819ab6b6d,"301,772","29,290",1460,50
size1000_narrow_corridor_seed1020680850,1000,narrow_corridor,1020680850,0.2,5420fc1e42a8d557de415058f7410813cc107fb5ee47ecfea618c0da189f6645,"537,201","28,699",1007,50
size1500_open_random_seed1520280801,1500,open_random,1520280801,0.1,296b90a81430c8f389f63adc36eb76eb91ad258965ac1f6d342cf1297317234d,"1042,881","664,310",949,50
size1500_open_random_seed1520280802,1500,open_random,1520280802,0.2,a07112cf69107e3b0f54f0497f41df428e52fb12846a9e80c6429e778432b197,"851,527","164,1234",1394,50
size1500_open_random_seed1520280803,1500,open_random,1520280803,0.3,f524feef28a766591c6a0f17013d0f572d3400c97fd1aba7b03f4e7fd7d56a7e,"813,239","940,314",212,50
size1500_open_random_seed1520280804,1500,open_random,1520280804,0.4,ce3390e29bf7e86b4cb8f3f4017d270ff2ef4a5cf7b96955947d7440c7c95504,"22,741","114,911",444,50
size1500_open_random_seed1520280805,1500,open_random,1520280805,0.1,ae9bfd5c91cccdefe39ac804fed2ecff933bd91330ed8cb6d1d9e2f023ff9cb5,"1276,1049","413,872",1040,50
size1500_open_random_seed1520280806,1500,open_random,1520280806,0.2,5b715399675c669c778d991a0d090f91a419b4bb009409093709e498a8622c07,"393,1449","1496,734",1818,50
size1500_open_random_seed1520280807,1500,open_random,1520280807,0.3,1b3cc53ebfe0d33319a02cf658277a16583702114c22e3be885e22b6aa056878,"1445,385","166,14",1750,50
size1500_open_random_seed1520280808,1500,open_random,1520280808,0.4,cf0313aba4bb4a086ce435124144f65bd650938c90589275619c7c97377cebf4,"600,784","981,1110",1937,50
size1500_open_random_seed1520280809,1500,open_random,1520280809,0.1,cd8ce2b8707e49a9ee48a71d46a87bb6589250f8674e0548021633d3761dd4e4,"1277,867","895,1021",536,50
size1500_open_random_seed1520280810,1500,open_random,1520280810,0.2,6e797d351efb4eb3c2ee36090d44969efac510ee1cb8604b2ea1a68018cc7f2b,"412,1193","216,1353",358,50
size1500_open_random_seed1520280811,1500,open_random,1520280811,0.3,926e48eb0a4760ea2590229d6cd40b1c3e90f826703d4a4afc75eaf1b1069cd6,"157,884","827,803",897,50
size1500_open_random_seed1520280812,1500,open_random,1520280812,0.4,489b9cb57efa786e82d19c8b89a7866ab8df5b444989440f082f56434e42343f,"1054,780","316,1190",2088,50
size1500_open_random_seed1520280813,1500,open_random,1520280813,0.1,b3e3c1530f5debb0f4f01eefa8c753b94fa7caaffe93f0f4dfb240dd1ec2a8b4,"428,346","1209,603",1038,50
size1500_open_random_seed1520280814,1500,open_random,1520280814,0.2,a792bd041fd54dbcf9e1e061e8a6f4bf138a25a3e87aced5eac1649bbc7904d9,"116,911","1102,1165",1252,50
size1500_open_random_seed1520280815,1500,open_random,1520280815,0.3,2ffc8611615b1c7cb7d3173eb193ed0c86648f36ab2bf42bd7d89d0c77c05de9,"327,247","288,377",179,50
size1500_open_random_seed1520280816,1500,open_random,1520280816,0.4,7c066de329fca32fb878becc7c364ae691c4b485330ad178e1fc15a72e4ce3c3,"590,841","1355,415",1987,50
size1500_open_random_seed1520280817,1500,open_random,1520280817,0.1,b4edc38580c550071d7b7309a5e05399298e91cfeff455f70e4631ff176cfef4,"295,903","760,1171",733,50
size1500_open_random_seed1520280818,1500,open_random,1520280818,0.2,b3e478ab07adcac4230edd29d68ba2dee0080f7eaacaf169ddff593aac422585,"475,1245","502,11",1423,50
size1500_open_random_seed1520280819,1500,open_random,1520280819,0.3,ad243a8a5201bce9077d01bcc11e6be14c5441075d71d78b9016d4acf4374c44,"0,1034","1214,811",1603,50
size1500_open_random_seed1520280820,1500,open_random,1520280820,0.4,b91f13aece3854de9fa49b9ba7010705c0d254913291a56918df400065a568dd,"1356,760","1364,761",13,50
size1500_open_random_seed1520280821,1500,open_random,1520280821,0.1,fa6474db5855ce52b151af0e52795d969d4bf1f8a2ce4df7cf92fdd96e5ebd96,"859,968","386,476",965,50
size1500_open_random_seed1520280822,1500,open_random,1520280822,0.2,a5f5eb0b5772af3a43bb68aeb3f4767097d7c93f767987a9fcb3e65d23473ead,"644,136","502,1222",1280,50
size1500_open_random_seed1520280823,1500,open_random,1520280823,0.3,3b83ebda9f3aed85e1ebca2994a94b9e195238e521f6985b8d5fd973292b793c,"1066,38","601,1109",1586,50
size1500_open_random_seed1520280824,1500,open_random,1520280824,0.4,ed7a5424072a6203cdf4ac63153565ad28e3dee58ba81a756d3e09ef0d319550,"1488,944","1339,34",1705,50
size1500_open_random_seed1520280825,1500,open_random,1520280825,0.1,e7895d55186011344a1d6a83de2211c248fc40f7f8c74fdb49a26dda6e21c701,"338,1073","920,233",1422,50
size1500_open_random_seed1520280826,1500,open_random,1520280826,0.2,ddf18c45973d37a5b15a81d6191addc316373cc4bbe9b96cfa0e0779ec0796dc,"761,1388","781,857",615,50
size1500_open_random_seed1520280827,1500,open_random,1520280827,0.3,bcc00d7cfefd43e4db607c3976d0c2436e503b5c04fd7e4a44ceb525ca67c248,"25,1355","708,1185",943,50
size1500_open_random_seed1520280828,1500,open_random,1520280828,0.4,b1b78dbe6e219564444f65a42582b4e428e3e48938612a0c6059023cee139e88,"1355,275","1139,712",1069,50
size1500_open_random_seed1520280829,1500,open_random,1520280829,0.1,d2d0291cc073054c40aea4ccce17cdbc70c60282049be5c98c5f6c0d70bc5bb3,"62,1011","236,383",802,50
size1500_open_random_seed1520280830,1500,open_random,1520280830,0.2,01d7913d16e2d350a5357af6222fe00a94df1b460da530ad9cd1b6aba7f702f1,"161,1415","922,1354",882,50
size1500_open_random_seed1520280831,1500,open_random,1520280831,0.3,ed4e26ecbfa2283aa5a38f4257c977c2fac0cc71aa0594cc45b9ef472442fbd2,"903,1311","941,358",1231,50
size1500_open_random_seed1520280832,1500,open_random,1520280832,0.4,375855beb6245b643bcf5b7a40f1295c8a05f7321430998be8b8b78d8eb0c913,"757,473","760,491",35,50
size1500_open_random_seed1520280833,1500,open_random,1520280833,0.1,3223fcd02b49844e223dc925d7592fc3b878736c1ffa5823f6777836d2674cf0,"598,212","536,785",635,50
size1500_open_random_seed1520280834,1500,open_random,1520280834,0.2,cce97a9b435b5ce3e7838d9841e9e1fe007aa04d0e80edba6df3ea5a4236f5d4,"1305,382","633,1046",1336,50
size1500_open_random_seed1520280835,1500,open_random,1520280835,0.3,d8bec1a301edadb21dd7ce11102ce9c94e173097c851e20b371734e71882b859,"1090,682","647,730",593,50
size1500_open_random_seed1520280836,1500,open_random,1520280836,0.4,b675b9f5ef73d4f9885b03e33229ab38e8567a74072fc38c87111940e51820b3,"1167,671","346,1044",2382,50
size1500_open_random_seed1520280837,1500,open_random,1520280837,0.1,24d8eecaf191a95e02087d7714eea6711d49c8f9584e73e0cdc085f856eb7deb,"416,777","47,339",807,50
size1500_open_random_seed1520280838,1500,open_random,1520280838,0.2,b346a97f4e30d9d8b81ae8dff50011f0136d4577c6a06336bc20b4c012435294,"1089,1365","854,982",618,50
size1500_open_random_seed1520280839,1500,open_random,1520280839,0.3,e7e8d4ff7219a400090b822e61f1024cc8e1440be875903691a184aafe1aef78,"1041,968","218,1276",1205,50
size1500_open_random_seed1520280840,1500,open_random,1520280840,0.4,b9b18e812078db6e78bf674c385a6ed02ce21215294f530a222a9743dc5109a4,"1380,439","594,433",1554,50
size1500_open_random_seed1520280841,1500,open_random,1520280841,0.1,9eedd6c18c2e21cf7f4365220f3a9bf6484bec4a82e21a895045ab16cda90ca3,"1141,579","1118,160",456,50
size1500_open_random_seed1520280842,1500,open_random,1520280842,0.2,75e1511f7226088b1d858025e40f0fc68fa976961d3fe204d7171a8a9b0401a7,"1447,24","870,751",1304,50
size1500_open_random_seed1520280843,1500,open_random,1520280843,0.3,62bce5419e443c85f6fd0e20a913b354f5a9028d2ff38d8a9fc9f30081627ead,"1000,1063","369,1298",912,50
size1500_open_random_seed1520280844,1500,open_random,1520280844,0.4,894eec0db659b12b2cde6cb337aa5e684edcb792c6b163ea4aee6a89732fb38b,"1038,1349","1042,1335",20,50
size1500_open_random_seed1520280845,1500,open_random,1520280845,0.1,18f82fc7e289b702ff0bacf0fdbbb3f37632f1de858a6c4fd05148cfc9c37b08,"818,344","986,1417",1241,50
size1500_open_random_seed1520280846,1500,open_random,1520280846,0.2,40abf27f1d0189fad54d304213bea15377641ac0a6e2ce7de4b2a81435198fb7,"993,802","1020,1108",361,50
size1500_open_random_seed1520280847,1500,open_random,1520280847,0.3,ab5ea9f3cbeaded062aabcd7cf498be92f2c547a1686ca802abb885e544dc535,"373,136","221,120",206,50
size1500_open_random_seed1520280848,1500,open_random,1520280848,0.4,7c062951f2a05957dba394057f4f41694ee8dead54609610a71aef4fca7d7622,"1467,1304","712,772",2239,50
size1500_open_random_seed1520280849,1500,open_random,1520280849,0.1,ee62e73636c8b43df1989fde0dd68ae416d41c3e1678d36683674d51ed31b08e,"734,1474","1326,1147",921,50
size1500_open_random_seed1520280850,1500,open_random,1520280850,0.2,5f5ee47c66a46ccc2f690e2f0fb0ae5730248500539ee8298b246cdab1ed62b3,"14,1392","400,986",792,50
size1500_maze_like_seed1520380801,1500,maze_like,1520380801,0.1,222b9d9d4852e8b4d143e2d8c7d63cf26764bf7825afa29d05342f32d643f3c2,"1076,973","1078,973",2,50
size1500_maze_like_seed1520380802,1500,maze_like,1520380802,0.2,ad996ecc978623d28369643503d38922e8b8a4b02d1cf837d65058e15cee4ea8,"785,930","788,929",4,50
size1500_maze_like_seed1520380803,1500,maze_like,1520380803,0.3,997d02212a0db39b3c43e63596acd93341b4b5a94bf4b9d41c01501f56cb3598,"240,1138","243,1137",4,50
size1500_maze_like_seed1520380804,1500,maze_like,1520380804,0.4,a05bb0114a76ac6933ad2d1ed54a92794026c6207ff353d987456cbce612af0f,"257,568","258,568",1,50
size1500_maze_like_seed1520380805,1500,maze_like,1520380805,0.1,dbc83ca1ce6f13504413e4b66169d7d98ef24eaf4fb9271ecc94ae796ad09c99,"1120,1018","1123,1017",4,50
size1500_maze_like_seed1520380806,1500,maze_like,1520380806,0.2,74240eed8e285781fa65f3c4036c8655c1c774357b14666fd8597a9bbc1059a9,"1462,178","1460,178",2,50
size1500_maze_like_seed1520380807,1500,maze_like,1520380807,0.3,82faeccc4aadc1a44714ab78a00ebba0f08b2fa9d2bbd518fda3c594b45f686d,"171,481","171,482",1,50
size1500_maze_like_seed1520380808,1500,maze_like,1520380808,0.4,06b342fe77ed0b95c4aa13bacc4325d9704d6bc268af5ea83fe606d6b6a55d81,"1110,278","1113,278",3,50
size1500_maze_like_seed1520380809,1500,maze_like,1520380809,0.1,c1563bd53ba1c59f30343d95d13081f552c9b63d60a623f5efb1c80b2e8fde39,"1065,596","1066,597",2,50
size1500_maze_like_seed1520380810,1500,maze_like,1520380810,0.2,c3139e223bcdab9f03cd9ec55a921c2d19dd3e86c3c5d5f3f5b1046e479892f6,"963,1488","961,1489",3,50
size1500_maze_like_seed1520380811,1500,maze_like,1520380811,0.3,3772754e5b42c43cbec6cccbc674a768f2a0ca5c37028a6a652d0e7a2cbdbe13,"761,872","766,872",7,50
size1500_maze_like_seed1520380812,1500,maze_like,1520380812,0.4,1b34664cb8b68d79d005dc52994175886dc6087d44b7c3bac6e455b15173b84c,"835,80","838,80",3,50
size1500_maze_like_seed1520380813,1500,maze_like,1520380813,0.1,63d294c95019b3a64cb8c04063376c7905b24018fda278123e235ec2899d2534,"465,1166","466,1165",2,50
size1500_maze_like_seed1520380814,1500,maze_like,1520380814,0.2,9888154b10e7e8d1f3061c88fda8abee8aa70229f584dc36c9b591735942d9f6,"645,1097","646,1097",1,50
size1500_maze_like_seed1520380815,1500,maze_like,1520380815,0.3,5f1b47d5e04ae74897774c7cebe3309a0d5794f525e8db372f616358a11f1180,"903,1458","902,1456",3,50
size1500_maze_like_seed1520380816,1500,maze_like,1520380816,0.4,c908d12ec741ce608dfb809f09b0baf33c2d075283a7533b58014bde41bf7fd8,"1326,522","1328,520",4,50
size1500_maze_like_seed1520380817,1500,maze_like,1520380817,0.1,9f6d993eea3d134a26d9d4729f081f577441972d551af355fd5bf5a64ab80e05,"827,1348","826,1350",3,50
size1500_maze_like_seed1520380818,1500,maze_like,1520380818,0.2,91ab2bcc884cae98960636a63407c0b493855bab18aa807a0febf64caf3dc368,"231,88","232,89",2,50
size1500_maze_like_seed1520380819,1500,maze_like,1520380819,0.3,e3dfa0a7502607f3892206a5220b1f6c9f4baada24c2b1041a1bba4d03ac1a24,"660,649","663,649",3,50
size1500_maze_like_seed1520380820,1500,maze_like,1520380820,0.4,cdc39a0b8269eba44c34c118b493b0a32a680addfd85dd8fcd01acb11eb957d8,"1463,1084","1463,1086",2,50
size1500_maze_like_seed1520380821,1500,maze_like,1520380821,0.1,b8a17d772ebeccf40e9cfd2080266f33d44f23e6bb4708f10c0a995d5da66722,"425,102","428,100",5,50
size1500_maze_like_seed1520380822,1500,maze_like,1520380822,0.2,767ef6b347cdb52ad306fd488983833d4fd81714f3acba0de571dbdb3dc89403,"78,1301","77,1302",2,50
size1500_maze_like_seed1520380823,1500,maze_like,1520380823,0.3,f29643e26b3a04d57bed6d2b2d63e72ddcb6e64e4a182a36d4824a9217567fee,"1436,1198","1436,1196",2,50
size1500_maze_like_seed1520380824,1500,maze_like,1520380824,0.4,9ef99f25f5d5b42d22429b2bdea7ce9e3a69016518507e1ae97c0d4a30c31d4d,"408,1218","406,1217",3,50
size1500_maze_like_seed1520380825,1500,maze_like,1520380825,0.1,c74bf4d3faa1579aeb0c2ee8f4211260d89512db4278008bf583e3a4ab049102,"773,1079","771,1076",5,50
size1500_maze_like_seed1520380826,1500,maze_like,1520380826,0.2,48c5fab8d764895d50f7d30bd6b8944291473fbdd8fc0179d802176e439dc2e6,"605,1","1495,957",1856,50
size1500_maze_like_seed1520380827,1500,maze_like,1520380827,0.3,ee9323865d9b7a22f52e0491531c15870616eff4dccd705f0dd27dd669b90b45,"1237,432","1235,433",3,50
size1500_maze_like_seed1520380828,1500,maze_like,1520380828,0.4,d9ab9854cbacb47a92b73ed60f229ecf3db8e34a1d86456069b8b709fa6db770,"182,1070","183,1069",2,50
size1500_maze_like_seed1520380829,1500,maze_like,1520380829,0.1,9e9d614edf520390afc7937059761030168eb9c952bd0c1816886a6f952a87cf,"617,485","615,484",3,50
size1500_maze_like_seed1520380830,1500,maze_like,1520380830,0.2,da5b0fa940e861eff8444b21680aa51acb2577d65f2982ab0d867ea5d547eb10,"545,604","546,604",1,50
size1500_maze_like_seed1520380831,1500,maze_like,1520380831,0.3,7d24c253032264ac21cd970ac31871cf4f23d766b893f4ba2f68a336e1860bdc,"1292,1320","1292,1322",2,50
size1500_maze_like_seed1520380832,1500,maze_like,1520380832,0.4,f823c37b9f04789931d6fbef8aba61abfe9254572375862bb0d05f0047385d42,"968,697","967,696",2,50
size1500_maze_like_seed1520380833,1500,maze_like,1520380833,0.1,9b07d8980df2ac2b7b4f258b17d3a1e9d3048043a1e916914f04236db2c780b7,"927,214","928,212",3,50
size1500_maze_like_seed1520380834,1500,maze_like,1520380834,0.2,fd07bf86661049b438ab40ae065002957deaa458d2f4877a199273f028a05b70,"790,430","791,428",3,50
size1500_maze_like_seed1520380835,1500,maze_like,1520380835,0.3,93b47aca73a3e18e1b2f12122f5b1beef3572e51d9b74f00ad6ddfdbfe4848d9,"95,820","97,820",2,50
size1500_maze_like_seed1520380836,1500,maze_like,1520380836,0.4,de3cbde1f4adc0511d834240ca22bd5d4de4313e6da2d6ad10b6e4a15fb2304f,"78,1004","77,1004",1,50
size1500_maze_like_seed1520380837,1500,maze_like,1520380837,0.1,5cccc0094818908309c78f4c6ff336211a3c152de0fd1a77fb2ae0c0e8d8012a,"525,600","527,602",4,50
size1500_maze_like_seed1520380838,1500,maze_like,1520380838,0.2,c48ba28c5ad7cdb4d12ca8a15f81edc3ea956329d0e3d91187b98b22ec65d146,"1103,184","1101,184",2,50
size1500_maze_like_seed1520380839,1500,maze_like,1520380839,0.3,43d91ccb90de16b4879178fc51bfa723963228e92efa7e020bfc4383ee10211e,"1233,26","1232,25",2,50
size1500_maze_like_seed1520380840,1500,maze_like,1520380840,0.4,20912fd77f82169e47ad84a3d7e0b2f545bad7cddd36109ff38675ef79fd45d3,"411,316","412,318",3,50
size1500_maze_like_seed1520380841,1500,maze_like,1520380841,0.1,afbda93a55f7b4e0bef99625f2d6e8d9ef2e7e348e11eceb50cd884f6fccf4fd,"906,844","907,846",3,50
size1500_maze_like_seed1520380842,1500,maze_like,1520380842,0.2,8b7d416f6ac10040711a0db970d2862cb138e5f6352a325558df85cd0997f72f,"1125,1322","1128,1320",5,50
size1500_maze_like_seed1520380843,1500,maze_like,1520380843,0.3,64dac1c580fa8447af76144683159e3c652708a7c4b6e59dbafd252f0074d652,"1388,652","1385,653",4,50
size1500_maze_like_seed1520380844,1500,maze_like,1520380844,0.4,05327c4fd5b28ad1695cb2940c5338353520d38c2b042b64bdd8ab9cf31d551e,"673,220","670,220",3,50
size1500_maze_like_seed1520380845,1500,maze_like,1520380845,0.1,554bf7bfebcf6d7a99de34b72adb934e51e6bd3c063b2bf1c4a940d0671a6261,"920,1241","921,1240",2,50
size1500_maze_like_seed1520380846,1500,maze_like,1520380846,0.2,153afe989aad379b641fd5b3f7c53e586b9668f7bb7d0017856edc9ee0a47242,"167,933","167,932",1,50
size1500_maze_like_seed1520380847,1500,maze_like,1520380847,0.3,2c76fa485b9b3b3ce816a63786d927695662f1ac879147737f241550a0cbe8ec,"840,969","843,970",4,50
size1500_maze_like_seed1520380848,1500,maze_like,1520380848,0.4,262217005ac0794bcde8996e5d05873fcdf0c23805697d13968ff583c0bbadb6,"298,1213","295,1213",3,50
size1500_maze_like_seed1520380849,1500,maze_like,1520380849,0.1,2c5dc8338f6dc15130fa491600e98ba5828c68713ef990b25a9b562aa450d90f,"943,1436","943,1438",2,50
size1500_maze_like_seed1520380850,1500,maze_like,1520380850,0.2,ab16f95a8f99e2103b4d4361ee3cbdad24c39e6c334461f74259a4d735130ab2,"1091,1372","1090,1372",1,50
size1500_bottleneck_seed1520480801,1500,bottleneck,1520480801,0.1,5f81f39734ab04441e90225eada87c7a2d7d5fa202eef1f27b6e2526fc6b50ff,"473,5","75,1273",2772,50
size1500_bottleneck_seed1520480802,1500,bottleneck,1520480802,0.2,397487746ad1a4095634a28c00e6ff7070efa8bd5da1b15a1f1d6029615ca009,"414,1112","1195,1213",882,50
size1500_bottleneck_seed1520480803,1500,bottleneck,1520480803,0.3,1757f7b16c3e71c0dcf2a99eb1331aa3c2fd267c1b56f82d42fbd586f5d28c99,"455,1322","286,1168",323,50
size1500_bottleneck_seed1520480804,1500,bottleneck,1520480804,0.4,8df548b01304f8a4ea18678d5e59aa89ee6992c646f834c72573ecf22ec752bb,"1435,244","89,260",1376,50
size1500_bottleneck_seed1520480805,1500,bottleneck,1520480805,0.1,4dd29b089c2289f0c6705ee14a010b5916ae214877f9ff7fa303404fc64413d9,"1105,1198","1408,762",739,50
size1500_bottleneck_seed1520480806,1500,bottleneck,1520480806,0.2,7043496f0b8f9a31a2e378529dc764caca008709e0085aa58e572bff6c14bedf,"723,473","1084,1243",1131,50
size1500_bottleneck_seed1520480807,1500,bottleneck,1520480807,0.3,17901c8e42923afd484bc1b74274a8398c0dfb7dfffb3be2398a35a74f1caec7,"1190,958","18,746",1392,50
size1500_bottleneck_seed1520480808,1500,bottleneck,1520480808,0.4,c5e126b82683de2da02f4f9c22585b89b077f6f952315a105f6ea00e330237a1,"1322,1173","624,447",1720,50
size1500_bottleneck_seed1520480809,1500,bottleneck,1520480809,0.1,7e41eefa5cd0b59eac1cb4e90573594a1b6f32309700030e24708365a601f46b,"957,434","151,1208",2176,50
size1500_bottleneck_seed1520480810,1500,bottleneck,1520480810,0.2,e209feacbe5fef7552cb53a397d9c55a891decc252a7255892699198173c6889,"5,742","869,839",2125,50
size1500_bottleneck_seed1520480811,1500,bottleneck,1520480811,0.3,2480deccf5f8eafd5f1f0997b4bac9f3657b583e139977e3315b67cc346916fa,"798,310","1110,1481",2927,50
size1500_bottleneck_seed1520480812,1500,bottleneck,1520480812,0.4,aecd7df7f7e28e9b70af66ad0439bd89641a8cc7ac158010628b69fd9c29e7a7,"0,549","1283,1390",2140,50
size1500_bottleneck_seed1520480813,1500,bottleneck,1520480813,0.1,fa0f3791f05c467d311cbf293530c138d4f28f42a7bc29b4600ad3babbf032f4,"1331,537","596,620",818,50
size1500_bottleneck_seed1520480814,1500,bottleneck,1520480814,0.2,4a6ba2e4a85b6487d5d5203652774c6af9e7cb32392a489077567dc94a282391,"1294,1328","892,1340",414,50
size1500_bottleneck_seed1520480815,1500,bottleneck,1520480815,0.3,7f8b8c8c7ad95d3189ffa73f7a7c67d89c12e920ff31b9c4e6d4653051d8d016,"1229,1253","269,1455",1162,50
size1500_bottleneck_seed1520480816,1500,bottleneck,1520480816,0.4,ba567f1f249bfea160cc8ab86ad5d6fbc609128a27f1a7a04a186531af8bd793,"1245,433","1125,971",1578,50
size1500_bottleneck_seed1520480817,1500,bottleneck,1520480817,0.1,b9835fb5df31651c2ba2a521957f5d06606c1cb3c38afec598bfebdc97d701a3,"1464,1422","1482,697",2765,50
size1500_bottleneck_seed1520480818,1500,bottleneck,1520480818,0.2,7ac8e4e11457304ebe307fb9b71ad4084c803dc8f8197e99492c65163cb5f976,"128,857","557,695",1701,50
size1500_bottleneck_seed1520480819,1500,bottleneck,1520480819,0.3,37d99794785cae79124727cbdab9f33aff4da7fb3a3b7748220e41c9e3796de3,"444,227","56,316",477,50
size1500_bottleneck_seed1520480820,1500,bottleneck,1520480820,0.4,5dcc4bb26a1b1a232b5fbcf2fe07c7a3122b04d8c5a44970abf4bc1707c6b16b,"912,45","238,338",967,50
size1500_bottleneck_seed1520480821,1500,bottleneck,1520480821,0.1,2bb0891baaef0cf0d589df7a57cfb697c66b47d0e3cc227381963c5b66a39246,"1049,1220","1040,885",344,50
size1500_bottleneck_seed1520480822,1500,bottleneck,1520480822,0.2,5693d2f3dde267b083ab6bd349382abbbc546ddbb155561fc4614c973b8c736c,"930,173","1209,321",427,50
size1500_bottleneck_seed1520480823,1500,bottleneck,1520480823,0.3,6f10b8eb660ee487377befddcdd3e7046e0445fac454bb42ae4387cbe729e0ec,"1478,643","195,1311",2905,50
size1500_bottleneck_seed1520480824,1500,bottleneck,1520480824,0.4,a5a3d9145fb8084bc93c9fcc032a95363b2d9c7dc580cf93ae2d1b6ed96b31f8,"1253,1080","1262,65",2194,50
size1500_bottleneck_seed1520480825,1500,bottleneck,1520480825,0.1,3f5bd7d7946ade8fbd7dc5698cdf31113a54e8ac761272a34cbd034d72cc0e0b,"170,1038","1270,536",1862,50
size1500_bottleneck_seed1520480826,1500,bottleneck,1520480826,0.2,6fa342f97d3b38c74f355d31133ce40edd8df17d0bf8206b2f95b35ea8265f29,"1296,1072","390,399",2047,50
size1500_bottleneck_seed1520480827,1500,bottleneck,1520480827,0.3,ac6c753633e47fdd756ab36c381ab0a8cc0a07258f0bc514ff0314ce444c6a49,"992,374","796,985",2029,50
size1500_bottleneck_seed1520480828,1500,bottleneck,1520480828,0.4,29aacbbe0be6a02e7deb00b7c3a194bb9d2783ce755e256c76c843510a092a7e,"563,248","322,160",329,50
size1500_bottleneck_seed1520480829,1500,bottleneck,1520480829,0.1,746f3b3bc9ed7cb168754cad9162a76b8ef378454196d0fd8ec9c9f69cd84db5,"550,595","636,370",311,50
